Game,System,Publisher,Developer,Category,Year
World Class Soccer,Atari Lynx,Atari,Atari,Sports,1992.0
World Class Track Meet,Nintendo NES,Nintendo,Bandai,Sports,1988.0
World Cup 2002,Nintendo GameCube,Electronic Arts,Software Creations,Sports,2002.0
World Cup 98,Nintendo N64,Electronic Arts,Electronic Arts,Sports,1998.0
World Cup 98,Sony Playstation,Electronic Arts,Electronic Arts,Sports,1998.0
World Cup Carnival,Commodore 64,U.S. Gold Ltd.,U.S. Gold Ltd.,Sports,1986.0
World Cup Carnival,Sinclair ZX Spectrum,Artic Computing,Artic Computing,Sports,1984.0
World Cup Carnival: Mexico '86,Amstrad CPC,U.S. Gold Ltd.,U.S. Gold Ltd.,Sports,1986.0
World Cup Golf: Professional Edition,Sega Saturn,U.S. Gold Ltd.,U.S. Gold Ltd.,Sports,1995.0
World Cup Soccer,Mattel Intellivision,INTV,Nice Ideas,Sports,1985.0
World Cup USA '94,Sega Genesis,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup USA '94,Sega CD,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1993.0
World Cup USA '94,Nintendo SNES,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup USA '94,Sega Master System,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup USA '94,Nintendo Game Boy,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup USA '94,Sega Game Gear,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup USA '94,Commodore Amiga,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup USA '94,Sega Nomad,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
World Cup Volley '95,Arcade,Data East,Data East,Sports,1995.0
World Cup Year 94,Commodore Amiga,Empire Software,Rage Software,Sports,1994.0
World Darts,Arcade,Arcadia Systems,Arcadia Systems,Sports,1987.0
World Golf,MSX 2,Enix Corporation,Enix Corporation,Sports,1986.0
World Golf,MSX,Enix Corporation,Enix Corporation,Sports,1986.0
World Kicks,Sega Naomi,Namco Limited,Namco Limited,Sports,1999.0
World League Soccer 98,Sony Playstation,Eidos Interactive,Silicon Dreams Studio,Sports,1998.0
World League Soccer '98,Sega Saturn,Eidos Interactive,Silicon Dreams Studio,Sports,1998.0
World Series '99,Sega Naomi,Sega,Sega,Sports,1999.0
World Series Baseball,Sega Naomi,Sega,Sega,Sports,2001.0
World Series Baseball,Sega Genesis,Sega,BlueSky Software,Sports,1994.0
World Series Baseball,Sega Saturn,Sega,Sega,Sports,1995.0
World Series Baseball,Sega Game Gear,Sega,Sega,Sports,1994.0
World Series Baseball,Sega Nomad,Sega,BlueSky Software,Sports,1994.0
World Series Baseball 2,Sega Saturn,Sega,Sega,Sports,1996.0
World Series Baseball 2K1,Sega Dreamcast,Sega,Sega,Sports,2000.0
World Series Baseball '95,Sega Genesis,Sega,BlueSky Software,Sports,1995.0
World Series Baseball '95,Sega Game Gear,Sega,Sega,Sports,1994.0
World Series Baseball '95,Sega Nomad,Sega,BlueSky Software,Sports,1995.0
World Series Baseball '96,Sega Nomad,Sega,BlueSky Software,Sports,1996.0
World Series Baseball '96,Sega Genesis,Sega,BlueSky Software,Sports,1996.0
World Series Baseball '98,Sega Genesis,Sega,BlueSky Software,Sports,1997.0
World Series Baseball '98,Sega Saturn,Sega,Sega,Sports,1997.0
World Series Baseball '98,Sega Nomad,Sega,BlueSky Software,Sports,1997.0
World Series Baseball starring Deion Sanders,Sega 32X,Sega,BlueSky Software,Sports,1995.0
World Tour Golf,Commodore Amiga,Electronic Arts,Electronic Arts,Sports,1988.0
World Tour Soccer,Sony PSP,Sony Computer Entertainment,Sony Computer Entertainment,Sports,2005.0
World Trophy Soccer,Arcade,Arcadia Systems,Arcadia Systems,Sports,1989.0
Worldcup '90,Arcade,Bootleg,Bootleg,Sports,1989.0
Worldwide Soccer 2000,Sega Dreamcast,Sega,Silicon Dreams Studio,Sports,1999.0
Worldwide Soccer 2000: Euro Edition,Sega Dreamcast,Sega,Silicon Dreams Studio,Sports,1999.0
Worldwide Soccer 97,Sega Saturn,Sega,Sega,Sports,1996.0
Worldwide Soccer '98,Sega Saturn,Sega,Sega,Sports,1997.0
Worldwide Soccer 98: Club Edition,Sega Saturn,Sega,Sega,Sports,1997.0
Worldwide Soccer: Sega International Victory Goal Edition,Sega Saturn,Sega,Sega,Sports,1995.0
WRC,Sony PSP,Sony Computer Entertainment,Traveller's Tales,Sports,
Wrestle War,Sega Genesis,Sega,Sega,Sports,1991.0
Wrestle War,Sega Nomad,Sega,Sega,Sports,1991.0
WSC Real 2011,Microsoft Xbox 360,Dark Energy Sports Ltd,Dark Energy Digital,Sports,
WSOP: TOC,Microsoft Xbox 360,Activision,Left Field Productions,Sports,2008.0
WWF Attitude,Nintendo Game Boy Color,Acclaim Entertainment,Crawfish Interactive,Sports,1999.0
WWF Attitude,Sony Playstation,Acclaim Entertainment,Acclaim Entertainment,Sports,1999.0
WWF European Rampage,Commodore 64,Ocean Software Ltd.,Arc Developments,Sports,1992.0
WWF European Rampage,Atari ST,Ocean Software Ltd.,Arc Developments,Sports,1992.0
WWF European Rampage,Commodore Amiga,Ocean Software Ltd.,Arc Developments,Sports,1992.0
WWF in Your House,Sony Playstation,Acclaim Entertainment,Sculptured Software,Sports,1996.0
WWF in Your House,Sega Saturn,Acclaim Entertainment,Sculptured Software,Sports,1996.0
WWF Raw,Sega 32X,Acclaim Entertainment,Sculptured Software,Sports,1994.0
WWF Raw,Sega Game Gear,Acclaim Entertainment,Realtime Associates,Sports,1994.0
WWF Royal Rumble,Sega Genesis,Acclaim Entertainment,Sculptured Software,Sports,1993.0
WWF Royal Rumble,Sega Naomi,Sega,Sega,Sports,2000.0
WWF Royal Rumble,Sega Nomad,Acclaim Entertainment,Sculptured Software,Sports,1993.0
WWF Super Wrestlemania,Sega Genesis,Flying Edge,Sculptured Software,Sports,1992.0
WWF Super Wrestlemania,Sega Nomad,Flying Edge,Sculptured Software,Sports,1992.0
WWF Wrestlemania,Sega Saturn,Acclaim Entertainment,Midway Games,Sports,1996.0
WWF Wrestlemania,Sega 32X,Acclaim Entertainment,Sculptured Software,Sports,1995.0
WWF Wrestlemania,Commodore Amiga,Ocean Software Ltd.,Twilight,Sports,1991.0
WWF Wrestlemania,Sinclair ZX Spectrum,Ocean Software Ltd.,Twilight,Sports,1991.0
WWF Wrestlemania,Atari ST,Ocean Software Ltd.,Twilight,Sports,1991.0
WWF Wrestlemania,Commodore 64,Ocean Software Ltd.,Twilight,Sports,1991.0
WWF Wrestlemania,Amstrad CPC,Ocean Software Ltd.,Twilight,Sports,1991.0
WWF Wrestlemania: Steel Cage Challenge,Sega Game Gear,Flying Edge,Teeny Weeny Games,Sports,1993.0
WWF Wrestlemania: The Arcade Game,Sony Playstation,Acclaim Entertainment,Sculptured Software,Sports,1995.0
WWF Wrestlemania: The Arcade Game,Nintendo SNES,Acclaim Entertainment,Sculptured Software,Sports,1995.0
X-Bladez: Inline Skater,Sony Playstation,Crave Entertainment Inc.,Vision Scape Interactive,Sports,2002.0
X-Games: Pro Boarder,Sony Playstation,Electronic Arts,Radical Entertainment,Sports,1998.0
Xtreme Sports,Sega Dreamcast,Atari,InnerLoop,Sports,2000.0
Your Shape : Fitness Evolved,Microsoft Xbox 360,Ubisoft,Ubisoft,Sports,
Zap! Snowboarding Trix '98,Sega Saturn,Pony Canyon,Atelier Double,Sports,1997.0
1869,Commodore Amiga,Max Design,Max Design,Strategy,1992.0
1984: The Game of Government Management,Sinclair ZX Spectrum,Incentive Software,Incentive Software,Strategy,1983.0
3rd Degree,Philips CD-i,Philips Interactive Media,PF Magic,Strategy,1992.0
64 de Hakken!! Tamagotchi Minna de Tamagotchi World,Nintendo N64,Bandai,Bandai,Strategy,1997.0
9th Company: Roots Of Terror,Valve Steam,Strategy First,Noviy Disk,Strategy,2009.0
A Game of Thrones - Genesis,Valve Steam,Focus Home Interactive,Cyanide,Strategy,2011.0
ABPA Backgammon,Mattel Intellivision,Mattel Electronics,APh Technological Consul...,Strategy,1979.0
Achron,Valve Steam,Hazardous Software Inc.,Hazardous Software Inc.,Strategy,2011.0
Action Double,Sinclair ZX Spectrum,Challenge Software,Astros Productions,Strategy,1991.0
Action Stations,Commodore Amiga,Storm Computers,Internecine,Strategy,1991.0
Advance to Boardwalk,Commodore 64,Gametek,Creative Software Designs,Strategy,1990.0
Advance Wars,Nintendo Game Boy Advance,Nintendo,Intelligent Systems,Strategy,2001.0
Advance Wars 2: Black Hole Rising,Nintendo Game Boy Advance,Nintendo,Intelligent Systems,Strategy,2003.0
Age of Booty,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Certain Affinity,Strategy,2010.0
Age of Empires® III: Complete Collection,Valve Steam,Microsoft,Ensemble Studios,Strategy,2009.0
Air Force Commander,Commodore Amiga,Impressions Games,Golden Sector,Strategy,1992.0
Airheart,Apple II,Brøderbund Software,Dan Gorlin Productions,Strategy,1986.0
Akanbe Dragon,MSX 2,Winky Soft,Winky Soft,Strategy,1988.0
Akanbe Dragon,MSX,Winky Soft,Winky Soft,Strategy,1988.0
Alaskan Storm,Microsoft Xbox 360,Greenwave,Liquid Dragon Studios,Strategy,2008.0
Alex Kidd: High-Tech World,Sega Master System,Sega,Sega,Strategy,1989.0
Alien,Amstrad CPC,Argus Press Software,Concept Software,Strategy,1985.0
Alien,Sinclair ZX Spectrum,Argus Press Software,Concept Software,Strategy,1984.0
Aliens vs. Predator: Extinction,Sony Playstation 2,Electronic Arts,Zono,Strategy,2003.0
Aliens vs. Predator: Extinction,Microsoft Xbox,Electronic Arts,Zono,Strategy,
America Daitouryou Senkyo,Nintendo NES,Hect Co. Ltd.,Hect Co. Ltd.,Strategy,1988.0
American Conquest,Valve Steam,GSC World Publishing,GSC Game World,Strategy,2003.0
American Conquest: Fight Back,Valve Steam,GSC World Publishing,GSC Game World,Strategy,2003.0
Ancient Art of War,Amstrad CPC,Brøderbund Software,Evryware,Strategy,1990.0
Ancient Art of War,Apple II,Brøderbund Software,Evryware,Strategy,1984.0
Ancient Art of War at Sea,Apple II,Brøderbund Software,Evryware,Strategy,1987.0
Annals of Rome,Commodore 64,Personal Software Services,Personal Software Services,Strategy,1987.0
Annals of Rome,Atari ST,Personal Software Services,Personal Software Services,Strategy,1987.0
Annals of Rome,Amstrad CPC,Personal Software Services,Personal Software Services,Strategy,1986.0
Annals of Rome,Sinclair ZX Spectrum,Personal Software Services,Data Design Systems,Strategy,1987.0
Anno 2070,Valve Steam,Ubisoft,BlueByte,Strategy,2011.0
Aquanaut's Holiday,Sony Playstation,Sony Computer Entertainment,Artdink,Strategy,1996.0
Archon Classic,Valve Steam,React Games,React Games,Strategy,2010.0
Archon: The Light and the Dark,Sinclair ZX Spectrum,Ariolasoft,Free Fall Associates,Strategy,1985.0
Archon: The Light and the Dark,Commodore Amiga,Electronic Arts,Free Fall Associates,Strategy,1986.0
Archon: The Light and the Dark,Nintendo NES,Activision,Free Fall Associates,Strategy,1989.0
Archon: The Light and the Dark,Amstrad CPC,Electronic Arts,Free Fall Associates,Strategy,1985.0
Archon: The Light and the Dark,Atari 8-bit,Electronic Arts,Free Fall Associates,Strategy,1983.0
Archon: The Light and the Dark,Apple II,Electronic Arts,Free Fall Associates,Strategy,1984.0
Archon: The Light and the Dark,Commodore 64,Electronic Arts,Free Fall Associates,Strategy,1984.0
Armada 2526,Valve Steam,Strategy First,Ntronium Games,Strategy,2010.0
Army Men,Nintendo Game Boy Color,3DO,Digital Eclipse Software,Strategy,2000.0
Army Men 2,Nintendo Game Boy Color,3DO,Digital Eclipse Software,Strategy,2000.0
Army Men RTS,Nintendo GameCube,Global Star Software,Pandemic Studios,Strategy,2004.0
Army Men: Air Combat,Nintendo N64,3DO,3DO,Strategy,2000.0
Army Men: Air Combat,Nintendo Game Boy Color,3DO,Fluid Studios,Strategy,2000.0
Artillery Duel,Atari 2600,Xonox,Xonox,Strategy,1983.0
Artillery Duel,Coleco Vision,Xonox,Xonox,Strategy,1983.0
Artillery Duel,Commodore 64,Xonox,Xonox,Strategy,1983.0
Artillery Duel,Commodore VIC-20,Xonox,Xonox,Strategy,1983.0
Arubarea no Otome,NEC PC-FX,NEC Corporation,NEC Corporation,Strategy,1997.0
Ashes of Empire,Commodore Amiga,Mirage Technologies,Midnight,Strategy,1992.0
Atom Zombie Smasher,Valve Steam,Blendo Games,Blendo Games,Strategy,2011.0
A-Train,Commodore Amiga,Brøderbund Software,Artdink,Strategy,1993.0
A-Train,Sony Playstation,Maxis Software,Artdink,Strategy,1996.0
A-Train Construction Set,Commodore Amiga,Ocean Software Ltd.,Artdink,Strategy,1993.0
Austerlitz,Commodore Amiga,Personal Software Services,Turcan Research Systems,Strategy,1989.0
Austerlitz,Atari ST,Personal Software Services,Turcan Research Systems,Strategy,1989.0
AV8B Harrier Assault,Atari ST,Domark Software,Simis Limited,Strategy,1993.0
AV8B Harrier Assault,Commodore Amiga,Domark Software,Simis Limited,Strategy,1992.0
Aztec Adventure: The Golden Road to Paradise,Sega Master System,Sega,Sega,Strategy,1987.0
BACKBREAKER,Microsoft Xbox 360,505 Games,NaturalMotion Games,Strategy,2010.0
Bahamut Senki,Sega Genesis,Sega,Sega,Strategy,1991.0
Bahamut Senki,Sega Nomad,Sega,Sega,Strategy,1991.0
Bakushou Jinsei 64: Mezase! Resort Ou,Nintendo N64,Taito Corporation,Taito Corporation,Strategy,1998.0
Baldies,Sony Playstation,Mud Duck Productions,Creative Edge Software,Strategy,2003.0
Baldies,Commodore Amiga,Creative Edge Software,Creative Edge Software,Strategy,1998.0
Ball Bullet Gun: Survival Game Simulation,Nintendo SNES,I'Max Corp.,Betop Software,Strategy,1995.0
Baltic 1985,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1984.0
Band of Bugs,Microsoft Xbox Live Arcade,Microsoft,Ninjabee,Strategy,2010.0
Barbarossa,Nintendo SNES,Sammy Corporation,Sammy Corporation,Strategy,1992.0
Battle Chess,Commodore 64,Electronic Arts,Interplay Productions,Strategy,1989.0
Battle Cruiser,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1987.0
Battle Cruiser,Atari 8-bit,Strategic Simulations,Strategic Simulations,Strategy,1987.0
Battle for Normandy,Atari 8-bit,Strategic Simulations,Tactical Design Group,Strategy,1982.0
Battle for Normandy,Apple II,Strategic Simulations,Tactical Design Group,Strategy,1982.0
Battle for Normandy,Commodore 64,Strategic Simulations,Tactical Design Group,Strategy,1983.0
Battle Group,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1986.0
Battle Isle,Atari ST,Blue Byte Software,Blue Byte Software,Strategy,1991.0
Battle Isle,Commodore Amiga,Ubisoft,Blue Byte Software,Strategy,1991.0
Battle Isle '93: The Moon of Chromos,Commodore Amiga,Blue Byte Software,Blue Byte Software,Strategy,1993.0
Battle Isle Data Disk I,Commodore Amiga,Blue Byte Software,Blue Byte Software,Strategy,1992.0
Battle Master,Commodore Amiga,Mirrorsoft,Personal Software Services,Strategy,1990.0
Battle Master,Sega Nomad,Arena Entertainment,Personal Software Services,Strategy,1991.0
Battle Master,Atari ST,Mirrorsoft,Personal Software Services,Strategy,1990.0
Battle Master,Sega Genesis,Arena Entertainment,Personal Software Services,Strategy,1991.0
Battle of Antietam,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1985.0
Battle of Antietam,Apple II,Strategic Simulations,Strategic Simulations,Strategy,1985.0
Battle of Antietam,Atari 8-bit,Strategic Simulations,Strategic Simulations,Strategy,1985.0
Battle of Britain,Sinclair ZX Spectrum,Microgame Simulations,Microgame Simulations,Strategy,1982.0
Battle of Shiloh,Tandy TRS-80,Strategic Simulations,Tactical Design Group,Strategy,1981.0
Battle of Shiloh,Atari 8-bit,Strategic Simulations,Tactical Design Group,Strategy,1981.0
Battle of Shiloh,Apple II,Strategic Simulations,Tactical Design Group,Strategy,1981.0
Battle of the Bulge: Tigers in the Snow,Apple II,Strategic Simulations,Strategic Simulations,Strategy,1981.0
Battle of the Bulge: Tigers in the Snow,Atari 8-bit,Strategic Simulations,Tactical Design Group,Strategy,1981.0
Battle of the Bulge: Tigers in the Snow,Tandy TRS-80,Strategic Simulations,Tactical Design Group,Strategy,1981.0
Battle Stations,Sega Saturn,Sega,Realtime Associates,Strategy,1997.0
Battles of Napoleon,Apple II,Strategic Simulations,Strategic Simulations,Strategy,1991.0
Battles of Napoleon,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1991.0
Battleship,Commodore 64,Elite Systems Ltd.,Elite Systems Ltd.,Strategy,
Battleship,Nintendo NES,Mindscape,Mindscape,Strategy,1993.0
Battleship,Sinclair ZX Spectrum,Elite Systems Ltd.,Elite Systems Ltd.,Strategy,1987.0
Battleship,Atari ST,Elite Systems Ltd.,Elite Systems Ltd.,Strategy,1987.0
Bejeweled® 3,Valve Steam,PopCap Games,PopCap,Strategy,2010.0
Betrayal,Atari ST,MicroProse Ltd.,Rainbird Software,Strategy,1990.0
Betrayal,Commodore Amiga,MicroProse Ltd.,Rainbird Software,Strategy,1990.0
Betrayal,Commodore 64,Rainbird Software,MicroProse Ltd.,Strategy,1990.0
Big Business,Commodore Amiga,Magic Bytes,Off The Wall Productions,Strategy,1991.0
Big Business,Atari ST,Magic Bytes,Off The Wall Productions,Strategy,1991.0
Black Gold,Atari ST,reLINE Software,reLINE Software,Strategy,1989.0
Black Gold,Commodore Amiga,reLINE Software,reLINE Software,Strategy,1989.0
Black Gold,Commodore 64,reLINE Software,reLINE Software,Strategy,1989.0
Blockbusters,Commodore 64,TV Games,TV Games,Strategy,1988.0
Blockbusters,Sinclair ZX Spectrum,TV Games,TV Games,Strategy,1988.0
Blockbusters: Gold Run,Sinclair ZX Spectrum,Macsen Software,Macsen Software,Strategy,1984.0
Blockbusters: Gold Run,Amstrad CPC,Macsen Software,Macsen Software,Strategy,1984.0
Blood Bowl,Microsoft Xbox 360,SouthPeak Interactive,Cyanide,Strategy,2010.0
Blood Bowl® Legendary Edition,Valve Steam,Focus Home Interactive,Cyanide,Strategy,2010.0
Blue Max: Aces of the Great War,Commodore Amiga,Mindscape,Artech Digital Productions,Strategy,1991.0
Bomberman Wars,Sega Saturn,Hudson Soft,Hudson Soft,Strategy,1998.0
Bounder,Amstrad CPC,Gremlin Graphics,Gremlin Graphics,Strategy,1986.0
Bounder,Commodore 64,Gremlin Graphics,Gremlin Graphics,Strategy,1985.0
Bounder,MSX,Gremlin Graphics,Gremlin Graphics,Strategy,1986.0
Bounder,MSX 2,Gremlin Graphics,Gremlin Graphics,Strategy,1986.0
Bounder,Sinclair ZX Spectrum,Gremlin Graphics,Gremlin Graphics,Strategy,1986.0
Braid,Valve Steam,Number None,Number None,Strategy,2009.0
Breach,Commodore Amiga,Artronic Limited,Omnitrend Software,Strategy,1987.0
Breach,Atari ST,Artronic Limited,Omnitrend Software,Strategy,1987.0
Breach 2,Atari ST,Impressions Games,Omnitrend Software,Strategy,1990.0
Breach 2,Commodore Amiga,Mindcraft Software,Omnitrend Software,Strategy,1991.0
Breakthrough in the Ardennes,Atari 8-bit,Strategic Simulations,Tactical Design Group,Strategy,1984.0
Brick,Amstrad CPC,Delta Software,Diabolic Soft,Strategy,1989.0
Brick,MSX 2,Delta Software,Diabolic Soft,Strategy,1989.0
Brick,MSX,Delta Software,Diabolic Soft,Strategy,1989.0
Broadsides,Atari 8-bit,Strategic Simulations,Strategic Simulations,Strategy,1983.0
Broadsides,Apple II,Strategic Simulations,Strategic Simulations,Strategy,1983.0
Broadsides,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1984.0
BS Super Famicom Wars,Nintendo SNES,Nintendo,Intelligent Systems,Strategy,1998.0
Bust a Move,Sony PSP,Taito Corporation,Taito Corporation,Strategy,2004.0
Bust a Move,Panasonic 3DO,Matsushita Electric Indu...,Taito Corporation,Strategy,1995.0
Bust-A-Move,Nintendo SNES,Taito Corporation,Taito Corporation,Strategy,1995.0
C&C Red Alert 3,Microsoft Xbox 360,Electronic Arts,Electronic Arts,Strategy,2008.0
C&C3: Kane's Wrath,Microsoft Xbox 360,Electronic Arts,Electronic Arts,Strategy,2008.0
Cacoma Knight in Bizyland,Nintendo SNES,SETA Corporation,Datam Polystar,Strategy,1993.0
Campaign,Commodore Amiga,Empire Software,Empire Software,Strategy,1992.0
Campaign 2,Commodore Amiga,Empire Software,Empire Software,Strategy,1994.0
Campaign: From North Africa to Northern Europe,Commodore Amiga,Empire Software,Empire Software,Strategy,1993.0
Cannon Bubble,Sinclair ZX Spectrum,Computer Emuzone Games S...,CEZ Team,Strategy,2007.0
Cannon Fodder,Nintendo Game Boy Color,Codemasters,Sensible Software,Strategy,2000.0
Carcassonne,Microsoft Xbox Live Arcade,Microsoft,Sierra Online,Strategy,2010.0
Cardinal of the Kremlin,Commodore Amiga,Accolade,Capstone,Strategy,1991.0
Caribbean Disaster,Commodore Amiga,Ikarion Software,Silver Style Entertainment,Strategy,1996.0
Carnage Heart,Sony Playstation,Sony Computer Entertainment,Artdink,Strategy,1997.0
Carrier Command,Commodore 64,Rainbird Software,Realtime Games Software,Strategy,1989.0
Carrier Command,Atari ST,Rainbird Software,Realtime Games Software,Strategy,1988.0
Carrier Command,Amstrad CPC,Rainbird Software,Realtime Games Software,Strategy,1989.0
Carrier Command,Commodore Amiga,Rainbird Software,Realtime Games Software,Strategy,1988.0
Carrier Command,Sinclair ZX Spectrum,Rainbird Software,Realtime Games Software,Strategy,1989.0
Carrier Force,Atari 8-bit,Strategic Simulations,Strategic Simulations,Strategy,1983.0
Carrier Force,Apple II,Strategic Simulations,Strategic Simulations,Strategy,1983.0
Carrier Force,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1983.0
Cartel$ and Cutthroat$,Commodore 64,Strategic Simulations,Strategic Simulations,Strategy,1986.0
Carthage,Atari ST,Psygnosis Limited,Psygnosis Limited,Strategy,1990.0
Carthage,Commodore Amiga,Psygnosis Limited,Psygnosis Limited,Strategy,1990.0
Casino FunPak,Sega Game Gear,Interplay Productions,Beam Software,Strategy,1995.0
Casino FunPak,Nintendo Game Boy,Interplay Productions,Beam Software,Strategy,1995.0
Castles,Atari ST,Interplay Productions,Quicksilva Ltd.,Strategy,1991.0
Castles,Commodore Amiga,Interplay Productions,Quicksilva Ltd.,Strategy,1992.0
