Game,System,Publisher,Developer,Category,Year
Awesome Possum Kicks Dr. Machino's Butt,Sega Genesis,Tengen Ltd.,Tengen Ltd.,Action,1993.0
Axel's Magic Hammer,Commodore Amiga,Gremlin Graphics,Core Design Ltd.,Action,1990.0
Axel's Magic Hammer,Atari ST,Gremlin Graphics,Core Design Ltd.,Action,1990.0
Aztaka,Valve Steam,Citeremis Inc.,Citeremis Inc.,Action,2009.0
Aztec Challenge,Atari 8-bit,Cosmi Corporation,Cosmi Corporation,Action,1982.0
Aztec Challenge,Commodore 64,Cosmi Corporation,Cosmi Corporation,Action,1983.0
Aztec Challenge,Commodore VIC-20,Cosmi Corporation,Cosmi Corporation,Action,1982.0
B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin,Commodore Amiga,Ubisoft,RED Company,Action,1992.0
B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin,Nintendo NES,Hudson Soft,RED Company,Action,1993.0
B.O.B.,Nintendo SNES,Electronic Arts,Gray Matter,Action,1993.0
Baal,Commodore 64,Psygnosis Limited,Psyclapse,Action,1989.0
Baal,Atari ST,Psygnosis Limited,Psyclapse,Action,1988.0
Baal,Commodore Amiga,Psygnosis Limited,Psyclapse,Action,1988.0
Babel Rising,Microsoft Xbox Live Arcade,Ubisoft,Mando Productions,Action,2012.0
"Baby Jo in: ""Going Home""",Commodore Amiga,Loriciels,Loriciels,Action,1991.0
"Baby Jo in: ""Going Home""",Atari ST,Loriciels,Loriciels,Action,1991.0
"Baby Jo in: ""Going Home""",Amstrad CPC,Loriciels,Loriciels,Action,1991.0
Back to the Future,Commodore 64,Electric Dreams Software,Electric Dreams Software,Action,1986.0
Back to the Future,Sinclair ZX Spectrum,Electric Dreams Software,Electric Dreams Software,Action,1986.0
Backbreaker Vengeance,Microsoft Xbox 360,505 Games,NaturalMotion Games,Action,2011.0
Backbreaker Vengeance,Microsoft Xbox Live Arcade,505 Games,NaturalMotion Games,Action,2011.0
Bagitman,Commodore 64,Aardvark Software,Valadon Automation,Action,1986.0
Baku Bomberman,Nintendo N64,Nintendo,Hudson Soft,Action,1997.0
Bakugan,Microsoft Xbox 360,Activision,Now Pro,Action,2009.0
Bakugan: DOTC,Microsoft Xbox 360,Activision,Now Pro,Action,2012.0
Bakukyuu Renpatsu!! Super B-Daman,Nintendo SNES,Hudson Soft,Hudson Soft,Action,1997.0
Bakutou Dochers: Bumps-tou wa Oosawagi,Nintendo SNES,Bullet-Proof Software,Bullet-Proof Software,Action,1994.0
Ball Breakers,Sega Dreamcast,Take 2 Interactive,Lost Toys,Action,2000.0
Ball Breakers,Sony Playstation,Take 2 Interactive,Lost Toys Ltd,Action,2000.0
Ball Raider 2,Commodore Amiga,U.S. Action,Incredible Trio,Action,1988.0
Ballistix,Commodore Amiga,Psyclapse,Reflections Interactive,Action,1989.0
Ballistix,Atari ST,Psyclapse,Reflections Interactive,Action,1989.0
Ballistix,Commodore 64,Psygnosis Limited,Reflections Interactive,Action,1989.0
Ballistix,NEC TurboGrafx-16,Coconuts Japan Entertain...,Reflections Interactive,Action,1991.0
Ballistix,NEC PC Engine,Coconuts Japan Entertain...,Reflections Interactive,Action,1991.0
Balloon Fight,Nintendo NES,Nintendo,Nintendo,Action,1986.0
Balloon Fight,Watara Supervision,Watara Industries,Watara Industries,Action,1992.0
Balloon Kid,Nintendo Game Boy,Nintendo,Nintendo,Action,1990.0
Banana,MSX,ASCII Corporation,Studio GEN,Action,1984.0
Banana,MSX 2,ASCII Corporation,Studio GEN,Action,1984.0
Bandana City,Commodore 64,Interceptor Software,Interceptor Software,Action,1984.0
BANG! Gunship Elite,Sega Dreamcast,Red Storm Entertainment,Rayland Interactive,Action,2000.0
Bangers and Mash,Commodore 64,Ocean Software Ltd.,Ocean Software Ltd.,Action,1994.0
Banjo-Tooie,Microsoft Xbox Live Arcade,Microsoft,4J Studios,Action,2010.0
Bank Buster,Atari ST,Method Solutions,Method Solutions,Action,1988.0
Bank Buster,MSX 2,Method Solutions,Method Solutions,Action,1988.0
Bank Buster,MSX,Method Solutions,Method Solutions,Action,1988.0
Barbarian,MSX,Mastertronic,Psygnosis Limited,Action,1988.0
Barbarian,Sinclair ZX Spectrum,Melbourne House,Psygnosis Limited,Action,1988.0
Barbarian,MSX 2,Mastertronic,Psygnosis Limited,Action,1988.0
Barbarian,Atari ST,Psygnosis Limited,Psygnosis Limited,Action,1987.0
Barbarian,Commodore Amiga,Psygnosis Limited,Psygnosis Limited,Action,1987.0
Barbarian,Commodore 64,Psygnosis Limited,Psygnosis Limited,Action,1987.0
Barbarian,Amstrad CPC,Melbourne House,Psygnosis Limited,Action,1988.0
Barbarian: The Ultimate Warrior,Commodore Amiga,Psygnosis Limited,Psygnosis Limited,Action,1987.0
Barbie Super Model,Sega Game Gear,Hi-Tech Expressions,Tahoe Software Productions,Action,
Barbie Super Model,Sega Genesis,Hi-Tech Expressions,Tahoe Software Productions,Action,1993.0
Barbie Super Model,Nintendo SNES,Hi-Tech Expressions,Tahoe Software Productions,Action,1993.0
Barbie Super Model,Sega Nomad,Hi-Tech Expressions,Tahoe Software Productions,Action,1993.0
Barbie Vacation Adventure,Nintendo SNES,Hi Tech Entertainment,Software Creations,Action,1994.0
Barge,Atari 8-bit,K-Tek Software,General Masters,Action,1983.0
Barnstorming,Atari 2600,Activision,Activision,Action,1982.0
Bart Simpson's - Escape from Camp Deadly,Nintendo Game Boy,Acclaim Entertainment,Imagineer,Action,1993.0
Base Jumpers,Commodore Amiga CD32,Rasputin Software,Shadow Software,Action,1995.0
Base Jumpers,Commodore Amiga,Rasputin Software,Shadow Software,Action,1995.0
Bastion,Valve Steam,Warner Bros,Supergiant Games,Action,2011.0
Bastion,Microsoft Xbox Live Arcade,WB Games Inc.,Supergiant Games,Action,
Batman Begins,Nintendo Game Boy Advance,Electronic Arts,Vicarious Visions,Action,2005.0
Batman: AA GOTY,Microsoft Xbox 360,Square,Rocksteady Studios,Action,2010.0
Batman: Arkham Asylum,Microsoft Xbox 360,Warner Bros,Rocksteady Studios,Action,2009.0
Batman: Arkham Asylum Game of the Year Edition,Valve Steam,Warner Bros,Rocksteady Studios,Action,2010.0
Batman: Arkham City,Microsoft Xbox 360,WB Games Inc.,Rocksteady Studios,Action,2011.0
Batman: Arkham City,Valve Steam,Warner Bros,Rocksteady Studios,Action,2011.0
Batman: Chaos in Gotham,Nintendo Game Boy Color,Ubisoft,Digital Eclipse Software,Action,2001.0
Batman: Rescue the Robin,MSX,Pack-In-Video,Ocean Software Ltd.,Action,1987.0
Batman: Vengeance,Microsoft Xbox,Ubisoft,Ubisoft,Action,2001.0
Batman: Vengeance,Nintendo GameCube,Ubisoft,Ubisoft,Action,2002.0
Battle Island,Commodore 64,Novagen Software,Novagen Software,Action,1988.0
Battle: Los Angeles,Valve Steam,Konami,Saber Interactive,Action,2011.0
Battle: Los Angeles,Microsoft Xbox Live Arcade,Konami,Live Action Studios,Action,
Battle: Los Angeles,Microsoft Xbox 360,Konami,Live Action Studios,Action,
Battlefield 1943,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,EA Digital Illusions CE AB,Action,2009.0
Battlefield 2: Complete Collection,Valve Steam,Electronic Arts,DICE,Action,2009.0
Battlefield 2: MC,Microsoft Xbox 360,Electronic Arts,DICE,Action,2010.0
Battlefield: Bad Co.,Microsoft Xbox 360,Electronic Arts,EA Digital Illusions CE AB,Action,2008.0
Battlefield: Bad Co. 2,Microsoft Xbox 360,Electronic Arts,Digital Illusions,Action,2010.0
Battlestations Pacific,Microsoft Xbox 360,Eidos,Eidos,Action,2009.0
Battlestations Pacific,Valve Steam,Square,Eidos,Action,2009.0
Battlestations: Midway,Microsoft Xbox 360,Eidos,Eidos,Action,2010.0
Batty,Commodore 64,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
Batty,Sinclair ZX Spectrum,Dennis Publishing,Elite Systems Ltd.,Action,1987.0
Batty,Amstrad CPC,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
BAYONETTA,Microsoft Xbox 360,Sega,Platin,Action,2010.0
Bazooka Bill,Commodore 64,Melbourne House,Melbourne House,Action,1985.0
B-Boy,Sony PSP,Sony Computer Entertainment,FreeStyleGames,Action,
B-Boy,Sony Playstation 2,Sony Computer Entertainment,FreeStyleGames,Action,2006.0
BC - Rearmed 2,Microsoft Xbox Live Arcade,Capcom,Fatshark,Action,
BC Bill,Dragon 32-64,Imagine Software,Imagine Software,Action,1984.0
BC Bill,Tandy TRS-80 CoCo,Imagine Software,Imagine Software,Action,1984.0
BC's Quest for Tires,MSX 2,Toshiba-EMI Ltd.,Sydney Development Corp.,Action,1985.0
BC's Quest for Tires,Sinclair ZX Spectrum,Software Projects,Sierra On-Line,Action,1984.0
BC's Quest for Tires,MSX,Toshiba-EMI Ltd.,Sydney Development Corp.,Action,1985.0
BC's Quest for Tires,Commodore 64,Software Projects,Sydney Development Corp.,Action,1984.0
BC's Quest for Tires,Atari 8-bit,Sierra On-Line,Sydney Development Corp.,Action,1983.0
BC's Quest for Tires,Apple II,Sierra On-Line,Sydney Development Corp.,Action,1983.0
BC's Quest for Tires,Coleco Vision,Sierra On-Line,Sydney Development Corp.,Action,1983.0
Beanstalker,Dragon 32-64,Micro Vision Software,Micro Vision Software,Action,1986.0
Beanstalker,Tandy TRS-80 CoCo,Micro Vision Software,Micro Vision Software,Action,1986.0
Bear Bovver,Sinclair ZX Spectrum,Artic Computing,Artic Computing,Action,1983.0
Bear in the Big Blue House,Sony Playstation,Ubisoft,DC Studios,Action,2002.0
Beat Hazard,Valve Steam,Cold Beam Games,Cold Beam Games,Action,2010.0
Beatmania,Sony Playstation,Konami,Konami,Action,2000.0
Beautiful Katamari,Microsoft Xbox 360,Namco,Namco,Action,2007.0
Beauty and the Beast,Mattel Intellivision,Imagic,Imagic,Action,1982.0
Beavers,Commodore Amiga,Grandslam Entertainment,Arc Developments,Action,1993.0
Beavis and Butthead,Nintendo Game Boy,GT Interactive,Torus Games,Action,1998.0
Bee Movie Game,Microsoft Xbox 360,Activision,Beenox,Action,2007.0
BEEP,Valve Steam,Big Fat Alien,Big Fat Alien,Action,2011.0
Beethoven's 2nd: The Ultimate Canine Caper!,Nintendo SNES,Hi Tech Entertainment,Hi Tech Entertainment,Action,1994.0
Beetlejuice,Nintendo Game Boy,LJN,Rare,Action,1992.0
Ben 10 The Rise of Hex,Microsoft Xbox Live Arcade,Konami,Black Lantern Studios,Action,2010.0
Ben 10: Protector of the Earth,Sony PSP,D3Publisher,High Voltage Software,Action,
BEN 10: VILGAX ATTACKS,Microsoft Xbox 360,D3,Papaya Studio,Action,2009.0
Benny Hill's Madcap Chase,Sinclair ZX Spectrum,dk'tronics,dk'tronics,Action,1985.0
Beowulf,Microsoft Xbox 360,Ubisoft,Ubisoft,Action,2007.0
Berenstain Bears' Camping Adventure,Sega Game Gear,Sega,Realtime Associates,Action,
Berry Tree,Nintendo Game Boy Advance,Wizards of the Coast,Nintendo,Action,2003.0
Beyond Good & Evil HD,Microsoft Xbox Live Arcade,Ubisoft,Ubisoft,Action,
Beyond Good and Evil,Valve Steam,Ubisoft,Ubisoft,Action,2003.0
Beyond the Ice Palace,Sinclair ZX Spectrum,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
Beyond the Ice Palace,Commodore Amiga,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
Beyond the Ice Palace,Commodore 64,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
Beyond the Ice Palace,Amstrad CPC,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
Beyond the Ice Palace,Atari ST,Elite Systems Ltd.,Elite Systems Ltd.,Action,1988.0
Big Nose Freaks Out,Nintendo NES,Camerica,Codemasters,Action,1992.0
Big Sky Trooper,Nintendo SNES,JVC Musical Industries,LucasArts Entertainment ...,Action,1995.0
Billy Boy,Atari ST,Stosser Software,Stosser Software,Action,1997.0
Billy Hatcher and the Giant Egg,Nintendo GameCube,Sega,Sonic Team,Action,
Bio Challenge,Atari ST,Palace Software,Delphine Software Intern...,Action,1989.0
Bio Challenge,Commodore Amiga,Delphine Software Intern...,Delphine Software Intern...,Action,1989.0
Bio Miracle Bokutte Upa,Nintendo NES,Konami,Konami,Action,1993.0
Bionic Commando,Microsoft Xbox 360,Capcom,GRIN,Action,2009.0
BionicCommando:Rearmed,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,GRIN,Action,2008.0
Bionicle,Nintendo GameCube,Electronic Arts,Argonaut Software Ltd.,Action,
Bionicle,Microsoft Xbox,Electronic Arts,Argonaut Software Ltd.,Action,
Bionicle,Sony Playstation 2,Electronic Arts,Argonaut Software Ltd.,Action,2003.0
Bionicle Heroes,Nintendo Game Boy Advance,Eidos Interactive,Amaze Entertainment,Action,2006.0
Bionicle Heroes,Microsoft Xbox 360,Eidos,Traveller's Tales,Action,2006.0
BioShock Infinite,Valve Steam,2K Games,Irrational Games,Action,2013.0
Biozone,Valve Steam,Konami,G5 Entertainment,Action,2010.0
BIT.TRIP BEAT,Valve Steam,Gaijin Games,Gaijin Games,Action,2010.0
BIT.TRIP RUNNER,Valve Steam,Gaijin Games,Gaijin Games,Action,2011.0
Black Beard,Sinclair ZX Spectrum,Topo Soft,Topo Soft,Action,1988.0
Black Beard,MSX,Topo Soft,Topo Soft,Action,1988.0
Black Beard,MSX 2,Topo Soft,Topo Soft,Action,1988.0
Black Beard,Amstrad CPC,Topo Soft,Topo Soft,Action,1988.0
Black Fiire,Sega Saturn,Sega,Sega,Action,1995.0
Black Lamp,Sinclair ZX Spectrum,Firebird Software,Firebird Software,Action,1988.0
Black Lamp,Commodore Amiga,Firebird Software,Firebird Software,Action,1988.0
Black Lamp,Commodore 64,Firebird Software,Firebird Software,Action,1988.0
Blacksite,Microsoft Xbox 360,Midway Home Entertainment,Midway,Action,2007.0
Blackthorne,Nintendo Game Boy Advance,Vivendi Universal Games,Blizzard Entertainment,Action,2003.0
Blackthorne,Sega 32X,Interplay Productions,Blizzard Entertainment,Action,1995.0
Blackthorne,Nintendo SNES,Interplay Productions,Blizzard Entertainment,Action,1994.0
Blade 2,Microsoft Xbox,Activision,Mucky Foot Productions,Action,
Blade 2,Sony Playstation 2,Activision,Mucky Foot Productions,Action,2002.0
Blade Kitten,Valve Steam,Atari,Krome Studios,Action,2010.0
Blade Kitten,Microsoft Xbox Live Arcade,Atari,Krome Studios,Action,2010.0
Blade Runner,Sinclair ZX Spectrum,CRL Group,CRL Group,Action,1985.0
Blade Runner,Commodore 64,CRL Group,CRL Group,Action,1985.0
Blade Runner,Amstrad CPC,CRL Group,CRL Group,Action,1986.0
Blades of Time,Microsoft Xbox 360,Konami,Gaijin Entertainment,Action,2012.0
BLADESTORM,Microsoft Xbox 360,Koei,KOEI,Action,2007.0
Blagger,Commodore 64,Alligata Software,Alligata Software,Action,1983.0
Blagger,MSX,Alligata Software,Alligata Software,Action,1984.0
Blagger,MSX 2,Alligata Software,Alligata Software,Action,1984.0
Blagger,Amstrad CPC,Amsoft,Alligata Software,Action,1984.0
Blagger Goes to Hollywood,Commodore 64,Alligata Software,Alligata Software,Action,1985.0
Blazing Angels,Microsoft Xbox 360,Ubisoft,Ubisoft,Action,2006.0
Blazing Angels 2,Microsoft Xbox 360,Ubisoft,Ubisoft,Action,2007.0
Blazing Angels: Squadrons of WWII,Microsoft Xbox,Ubisoft,Ubisoft,Action,
Blind People Simulator,Commodore Amiga,U.S. Gold Ltd.,Animators,Action,1990.0
Blinky's Scary School,Commodore Amiga,Zeppelin Games,Zeppelin Games,Action,1990.0
Blinky's Scary School,Commodore 64,Zeppelin Games,Zeppelin Games,Action,1990.0
Blinky's Scary School,Atari ST,Zeppelin Games,Zeppelin Games,Action,1990.0
Blinky's Scary School,Sinclair ZX Spectrum,Zeppelin Games,Zeppelin Games,Action,1990.0
Blinky's Scary School,Atari 8-bit,Zeppelin Games,Zeppelin Games,Action,1990.0
Block Kuzushi 2,Sony Playstation,Tamsoft Corporation,Marvelous Interactive,Action,2000.0
Blockbuster,Amstrad CPC,Audiogenic,Audiogenic,Action,1988.0
Blockbuster,Sinclair ZX Spectrum,Audiogenic,Audiogenic,Action,1988.0
Blockbuster,Atari ST,Audiogenic,Audiogenic,Action,1987.0
Blockbuster,Commodore 64,Audiogenic,Audiogenic,Action,1988.0
Blockbuster,Commodore Amiga,Mindscape,Audiogenic,Action,1988.0
Blockout/Breakdown,Magnavox Odyssey 2,Philips,Philips,Action,1981.0
Blood Wake,Microsoft Xbox,Microsoft Game Studios,Stormfront Studios,Action,
Bloodforge,Microsoft Xbox Live Arcade,Microsoft,Climax Group,Action,2012.0
BloodRayne,Microsoft Xbox,Vivendi Universal Games,Terminal Reality,Action,2003.0
BloodRayne,Nintendo GameCube,Vivendi Universal Games,Terminal Reality,Action,
BloodRayne,Sony Playstation 2,Majesco Sales,Terminal Reality,Action,2002.0
BloodRayne,Valve Steam,Majesco,Terminal Reality,Action,2003.0
BloodRayne 2,Valve Steam,Majesco,Terminal Reality,Action,2005.0
BloodRayne: Betrayal,Microsoft Xbox Live Arcade,Majesco,WayForward Technologies,Action,
Bloody Good Time,Valve Steam,Ubisoft,Outerlight ltd,Action,2010.0
Blowout,Sony Playstation 2,Majesco Sales,Terminal Reality,Action,2003.0
Blowout,Nintendo GameCube,Majesco Sales,Terminal Reality,Action,2004.0
Blowout,Microsoft Xbox,Majesco Sales,Terminal Reality,Action,2003.0
Blue Print,Atari 2600,CBS Electronics,Bally Manufacturing Corp...,Action,1983.0
Blue Print,Commodore 64,Commodore Electronics Ltd.,Bally Manufacturing Corp...,Action,1983.0
Blues Brothers,Atari ST,Titus Software,Titus Software,Action,1991.0
Blues Brothers,Commodore Amiga,Titus Software,Titus Software,Action,1991.0
Blues Brothers,Nintendo NES,Titus Software,Titus Software,Action,1992.0
Blues Brothers,Nintendo Game Boy,Titus Software,Titus Software,Action,1994.0
Blues Brothers,Amstrad CPC,Titus Software,Titus Software,Action,1991.0
Blues Brothers 2000,Nintendo N64,Titus Software,Player1,Action,2000.0
Blues Brothers: Jukebox Adventure,Nintendo Game Boy,Titus Software,Titus Software,Action,1994.0
Blue's Journey,SNK Neo-Geo CD,SNK Corporation,Alpha Denshi,Action,1994.0
Blue's Journey,SNK Neo-Geo AES,SNK Corporation,Alpha Denshi,Action,1991.0
Blue's Journey,SNK Neo-Geo MVS,SNK Corporation,Alpha Denshi,Action,1991.0
BoBo,Amstrad CPC,Infogrames,Infogrames,Action,1988.0
BoBo,Sinclair ZX Spectrum,Infogrames,Infogrames,Action,1990.0
BoBo,Atari ST,Infogrames,Infogrames,Action,1988.0
BoBo,Commodore 64,Infogrames,Infogrames,Action,1988.0
BoBo,Commodore Amiga,Infogrames,Infogrames,Action,1988.0
Body Harvest,Nintendo N64,Gremlin Graphics,DMA Design,Action,1998.0
Boing & Sphera,MGT Sam Coupe,Noesis Software,Noesis Software,Action,1992.0
Boing!,Atari 2600,First Star Software,First Star Software,Action,1983.0
Bolo,Apple II,Synergistic Software,Elvyn Software,Action,1982.0
Bomb Jack,Amstrad CPC,Elite Systems Ltd.,Tehkan Ltd.,Action,1986.0
Bomb Jack,Nintendo Game Boy,Infogrames,Tehkan Ltd.,Action,1992.0
Bomb Jack,Sinclair ZX Spectrum,Elite Systems Ltd.,Tehkan Ltd.,Action,1986.0
Bomb Jack,Commodore Amiga,Elite Systems Ltd.,Tehkan Ltd.,Action,1988.0
Bomb Jack,Commodore 64,Elite Systems Ltd.,Tehkan Ltd.,Action,1986.0
Bomb Jack,Atari ST,Elite Systems Ltd.,Tehkan Ltd.,Action,1988.0
Bomb Jack 2,Amstrad CPC,Elite Systems Ltd.,Elite Systems Ltd.,Action,1987.0
Bomb Jack II,Commodore 64,Elite Systems Ltd.,Elite Systems Ltd.,Action,1986.0
Bomb Jack II,Sinclair ZX Spectrum,Elite Systems Ltd.,Elite Systems Ltd.,Action,1987.0
Bomber Bob In Pentagon Capers,Sinclair ZX Spectrum,Bug-Byte Software,Bug-Byte Software,Action,1985.0
Bomber Raid,Sega Master System,Activision,Sanritsu Denki,Action,1989.0
Bomberman,Nintendo Game Boy Advance,Nintendo,Hudson Soft,Action,2004.0
Bomberman,NEC TurboGrafx-16,Hudson Soft,Hudson Soft,Action,1990.0
Bomberman,NEC PC Engine,Hudson Soft,Hudson Soft,Action,1990.0
Bomberman,Nintendo NES,Hudson Soft,Hudson Soft,Action,1987.0
Bomberman,MSX,Hudson Soft,Hudson Soft,Action,1983.0
Bomberman,MSX 2,Hudson Soft,Hudson Soft,Action,1983.0
Bomberman,Commodore Amiga,Ubisoft,Hudson Soft,Action,1991.0
Bomberman,Atari ST,Ubisoft,Hudson Soft,Action,1992.0
Bomberman 2,Nintendo NES,Hudson Soft,Hudson Soft,Action,1992.0
Bomberman 64,Nintendo N64,Nintendo,Hudson Soft,Action,1997.0
Bomberman 64: Arcade Edition,Nintendo N64,Hudson Soft,Hudson Soft,Action,2001.0
Bomberman '93,NEC PC Engine,Hudson Soft,Hudson Soft,Action,1992.0
Bomberman '93,NEC TurboGrafx-16,Hudson Soft,Hudson Soft,Action,1992.0
BOMBERMAN Act:Zero,Microsoft Xbox 360,Hudson,HUDSON,Action,2006.0
Bomberman Battlefest,Microsoft Xbox Live Arcade,Hudson,Pi Studios,Action,2010.0
Bomberman Hero,Nintendo N64,Nintendo,Hudson Soft,Action,1998.0
Bomberman Hero: Mirian Oujo wo Sukue,Nintendo N64,Nintendo,Hudson Soft,Action,1998.0
Bomberman Jetters,Nintendo GameCube,Hudson Soft,Hudson Soft,Action,
Bomberman Party Edition,Sony Playstation,Vatical Entertainment,Hudson Soft,Action,2000.0
Bomberman Quest,Nintendo Game Boy Color,Electro Brain,Hudson Soft Company,Action,1999.0
Bomberman Special,MSX 2,Hudson Soft,Hudson Soft,Action,1986.0
Bomberman Special,MSX,Hudson Soft,Hudson Soft,Action,1986.0
Bonanza Bros.,Sega Master System,Sega,Sega,Action,1991.0
Bonanza Bros.,Amstrad CPC,U.S. Gold Ltd.,Sega,Action,1991.0
Bonanza Bros.,NEC PC Engine CD,Sega,Sega,Action,1992.0
Bonanza Bros.,NEC TurboGrafx CD,Sega,Sega,Action,1992.0
Bonanza Bros.,Sega Genesis,Sega,Sega,Action,1991.0
Bonanza Bros.,Sinclair ZX Spectrum,U.S. Gold Ltd.,Sega,Action,1991.0
Bonanza Bros.,Atari ST,U.S. Gold Ltd.,Sega,Action,1991.0
Bonanza Bros.,Commodore Amiga,U.S. Gold Ltd.,Sega,Action,1991.0
Bonanza Bros.,Commodore 64,U.S. Gold Ltd.,Sega,Action,1992.0
Bonanza Bros.,Sega Nomad,Sega,Sega,Action,1991.0
Bongo's Bash,Apple II,A+ Magazine,Capitol Ideas Software,Action,1985.0
